date,temp,zone1,zone2,zone3,hour
2017-01-01 15:10:00,15.69,29553.41772,17846.80851,16805.78313,15
2017-01-01 15:20:00,15.69,29383.29114,17525.83587,16649.63855,15
2017-01-01 15:30:00,15.6,29061.26582,17547.72036,16586.0241,15
2017-01-01 15:40:00,15.39,28885.06329,17770.21277,16476.14458,15
2017-01-01 15:50:00,15.34,28854.68354,17751.97568,16296.86747,15
2017-01-01 16:00:00,15.33,28836.4557,17646.20061,16256.38554,16
2017-01-01 16:10:00,15.48,28708.86076,17514.89362,16250.60241,16
2017-01-01 16:20:00,15.54,28556.96203,17325.22796,16192.77108,16
2017-01-01 16:30:00,15.53,28514.43038,17456.53495,16343.13253,16
2017-01-01 16:40:00,15.48,28666.32911,17449.24012,16522.40964,16
2017-01-01 16:50:00,15.47,29097.72152,17627.96353,16765.3012,16
2017-01-01 17:00:00,15.44,29723.5443,17708.20669,17719.51807,17
2017-01-01 17:10:00,15.35,30871.89873,18649.24012,19408.19277,17
2017-01-01 17:20:00,15.34,32700.75949,20192.09726,21883.37349,17
2017-01-01 17:30:00,15.11,35793.41772,22238.29787,23942.16867,17
2017-01-01 17:40:00,14.93,38321.01266,23613.37386,25179.75904,17
2017-01-01 17:50:00,14.71,39129.11392,24167.78116,25520.96386,17
2017-01-01 18:00:00,14.48,39560.50633,24455.92705,25544.09639,18
2017-01-01 18:10:00,14.29,39517.97468,24463.22188,25619.27711,18
2017-01-01 18:20:00,14.09,39596.96203,24000.0,25798.55422,18
2017-01-01 18:30:00,13.89,39469.36709,24251.67173,25792.77108,18
2017-01-01 18:40:00,13.79,39682.02532,24401.21581,25734.93976,18
2017-01-01 18:50:00,13.54,39888.60759,24598.17629,25885.3012,18
2017-01-01 19:00:00,12.51,39991.89873,24477.81155,25989.39759,19
2017-01-01 19:10:00,12.06,40210.63291,24729.48328,26035.66265,19
2017-01-01 19:20:00,11.75,40216.70886,24671.12462,26191.80723,19
2017-01-01 19:30:00,11.61,40435.44304,24678.41945,26105.06024,19
2017-01-01 19:40:00,11.5,40514.43038,24842.55319,26342.16867,19
2017-01-01 19:50:00,11.43,40544.81013,24755.0152,26452.04819,19
2017-01-01 20:00:00,11.42,40283.5443,24919.14894,26469.39759,20
2017-01-01 20:10:00,11.69,40216.70886,25137.99392,26573.49398,20
2017-01-01 20:20:00,12.05,40477.97468,25437.08207,26434.6988,20
2017-01-01 20:30:00,11.87,40611.64557,25597.56839,26533.01205,20
2017-01-01 20:40:00,11.61,40435.44304,25706.99088,26515.66265,20
2017-01-01 20:50:00,11.5,40204.55696,25637.68997,26434.6988,20
2017-01-01 21:00:00,11.43,39584.81013,25396.96049,25966.26506,21
2017-01-01 21:10:00,11.29,39274.93671,25309.42249,25578.79518,21
2017-01-01 21:20:00,11.49,39141.26582,24900.91185,25607.71084,21
2017-01-01 21:30:00,12.24,38643.03797,24827.96353,25359.03614,21
2017-01-01 21:40:00,11.84,38011.13924,24455.92705,24971.56627,21
2017-01-01 21:50:00,12.2,37622.27848,24127.65957,24584.09639,21
2017-01-01 22:00:00,13.1,36953.92405,24000.0,23976.86747,22
2017-01-01 22:10:00,13.2,36394.93671,23872.34043,23415.90361,22
2017-01-01 22:20:00,13.18,35289.11392,23306.99088,22698.79518,22
2017-01-01 22:30:00,12.64,34438.48101,22975.07599,22322.89157,22
2017-01-01 22:40:00,12.39,33678.98734,22489.9696,21813.9759,22
2017-01-01 22:50:00,12.24,33077.46835,21760.48632,21264.57831,22
2017-01-01 23:00:00,12.11,32117.46835,21253.49544,20686.26506,23
2017-01-01 23:10:00,12.07,31357.97468,20768.38906,20397.10843,23
2017-01-01 23:20:00,11.99,30701.77215,20337.99392,19905.54217,23
2017-01-01 23:30:00,11.32,29681.01266,19823.70821,19252.04819,23
2017-01-01 23:40:00,11.37,28830.37975,19488.1459,18847.22892,23
2017-01-01 23:50:00,11.41,27748.86076,18962.91793,18384.57831,23
2017-01-02 00:00:00,11.01,26703.79747,18047.41641,17916.14458,0
2017-01-02 00:10:00,10.74,26169.11392,17507.59878,17349.39759,0
2017-01-02 00:20:00,10.47,25622.27848,17120.97264,16985.06024,0
2017-01-02 00:30:00,10.31,24972.1519,16785.41033,16586.0241,0
2017-01-02 00:40:00,10.63,24437.46835,16453.49544,16366.26506,0
2017-01-02 00:50:00,10.84,23914.93671,16132.5228,16106.0241,0
2017-01-02 01:00:00,10.94,23629.36709,15720.36474,15643.37349,1
2017-01-02 01:10:00,11.12,23118.98734,15304.55927,15307.95181,1
2017-01-02 01:20:00,11.02,22736.20253,15136.77812,15093.9759,1
2017-01-02 01:30:00,10.5,22049.62025,14637.08207,14972.53012,1
2017-01-02 01:40:00,10.22,21855.18987,14414.58967,14833.73494,1
2017-01-02 01:50:00,10.42,21685.06329,14250.45593,14625.54217,1
2017-01-02 02:00:00,10.86,21533.16456,14294.22492,14405.78313,2
2017-01-02 02:10:00,11.17,21107.8481,14057.14286,14342.16867,2
2017-01-02 02:20:00,11.1,20986.32911,13823.70821,14191.80723,2
2017-01-02 02:30:00,11.14,20725.06329,13783.58663,14128.19277,2
2017-01-02 02:40:00,11.21,20889.11392,13608.51064,14081.92771,2
2017-01-02 02:50:00,10.71,20433.41772,13448.02432,13844.81928,2
2017-01-02 03:00:00,10.7,20372.65823,13524.62006,13948.91566,3
2017-01-02 03:10:00,10.58,20135.6962,13480.85106,13966.26506,3
2017-01-02 03:20:00,10.59,20129.62025,13517.32523,13827.46988,3
2017-01-02 03:30:00,10.68,20117.46835,13484.49848,13746.50602,3
2017-01-02 03:40:00,10.52,20087.08861,13437.08207,13642.40964,3
2017-01-02 03:50:00,10.34,19740.75949,13353.19149,13636.62651,3
2017-01-02 04:00:00,10.18,19831.89873,13090.57751,13549.87952,4
2017-01-02 04:10:00,10.41,19989.87342,13218.23708,13503.61446,4
2017-01-02 04:20:00,10.41,20166.07595,13196.35258,13549.87952,4
2017-01-02 04:30:00,10.39,20214.68354,13280.24316,13648.19277,4
2017-01-02 04:40:00,10.16,20141.77215,13287.53799,13717.59036,4
2017-01-02 04:50:00,9.97,20056.70886,13418.84498,13659.75904,4
2017-01-02 05:00:00,10.03,20257.21519,13517.32523,13642.40964,5
2017-01-02 05:10:00,9.98,20500.25316,13612.15805,13844.81928,5
2017-01-02 05:20:00,9.74,20712.91139,13736.17021,13931.56627,5
2017-01-02 05:30:00,9.54,20810.12658,13834.65046,14081.92771,5
2017-01-02 05:40:00,9.53,21041.01266,14057.14286,14174.45783,5
2017-01-02 05:50:00,9.56,21709.36709,14706.38298,14637.10843,5
2017-01-02 06:00:00,9.58,22742.27848,15089.3617,14868.43373,6
2017-01-02 06:10:00,9.44,22948.86076,14961.70213,14729.63855,6
2017-01-02 06:20:00,9.4,23258.73418,15176.8997,14712.28916,6
2017-01-02 06:30:00,9.38,23471.39241,15545.28875,14619.75904,6
2017-01-02 06:40:00,9.16,23653.67089,15749.54407,14573.49398,6
2017-01-02 06:50:00,9.06,23769.11392,15567.17325,14423.13253,6
2017-01-02 07:00:00,9.17,23380.25316,15607.29483,14400.0,7
2017-01-02 07:10:00,9.46,23033.92405,16001.21581,13862.16867,7
2017-01-02 07:20:00,9.74,22803.03797,15964.74164,13052.53012,7
2017-01-02 07:30:00,9.8,23082.53165,15698.48024,12404.81928,7
2017-01-02 07:40:00,9.58,22803.03797,15483.28267,11919.03614,7
2017-01-02 07:50:00,9.51,22268.35443,15501.51976,11543.13253,7
2017-01-02 08:00:00,9.44,22742.27848,15537.99392,11398.55422,8
2017-01-02 08:10:00,9.18,23526.07595,15906.38298,11560.48193,8
2017-01-02 08:20:00,8.96,24340.25316,16289.3617,11774.45783,8
2017-01-02 08:30:00,8.71,24881.01266,16737.99392,12248.6747,8
2017-01-02 08:40:00,8.52,25190.88608,16891.18541,12404.81928,8
2017-01-02 08:50:00,8.43,25531.13924,17135.56231,12358.55422,8
2017-01-02 09:00:00,8.44,25980.75949,17248.63222,12636.14458,9
2017-01-02 09:10:00,8.69,23495.6962,17668.08511,13110.36145,9
2017-01-02 09:20:00,9.02,23629.36709,18102.12766,13474.6988,9
2017-01-02 09:30:00,9.17,24006.07595,18302.73556,13763.85542,9
2017-01-02 09:40:00,10.48,24771.64557,18587.23404,13925.78313,9
2017-01-02 09:50:00,11.13,25148.35443,19236.47416,14324.81928,9
2017-01-02 10:00:00,11.68,25518.98734,19393.31307,14619.75904,10
2017-01-02 10:10:00,12.22,25695.18987,19634.04255,15059.27711,10
2017-01-02 10:20:00,12.61,26351.39241,19998.78419,15238.55422,10
2017-01-02 10:30:00,13.07,26667.34177,20038.90578,15510.36145,10
2017-01-02 10:40:00,13.61,26794.93671,20119.14894,15787.95181,10
2017-01-02 10:50:00,14.0,27281.01266,20498.48024,16094.45783,10
2017-01-02 11:00:00,14.55,27645.56962,20618.84498,16325.78313,11
2017-01-02 11:10:00,14.94,27773.16456,20655.31915,16343.13253,11
2017-01-02 11:20:00,15.08,27894.68354,20808.51064,16458.79518,11
2017-01-02 11:30:00,15.18,28532.65823,21009.11854,16429.87952,11
2017-01-02 11:40:00,15.28,28818.22785,21020.06079,16655.42169,11
2017-01-02 11:50:00,15.27,28684.55696,20870.51672,16857.83133,11
2017-01-02 12:00:00,15.21,28939.74684,20757.44681,16742.16867,12
2017-01-02 12:10:00,15.18,29152.40506,20429.17933,17170.12048,12
2017-01-02 12:20:00,15.11,29674.93671,19608.51064,18373.01205,12
2017-01-02 12:30:00,15.1,29826.83544,19604.86322,19009.15663,12
2017-01-02 12:40:00,15.26,29905.82278,19706.99088,18986.0241,12
2017-01-02 12:50:00,15.15,29990.88608,19597.56839,18916.62651,12
2017-01-02 13:00:00,15.23,29966.58228,19593.92097,18997.59036,13
2017-01-02 13:10:00,15.22,29881.51899,19568.38906,19107.46988,13
2017-01-02 13:20:00,15.22,29760.0,19608.51064,19292.53012,13
2017-01-02 13:30:00,15.33,29292.1519,19728.87538,19072.77108,13
2017-01-02 13:40:00,15.41,29140.25316,19462.61398,18621.68675,13
2017-01-02 13:50:00,15.43,28872.91139,19469.90881,18586.98795,13
2017-01-02 14:00:00,15.56,28672.40506,19517.32523,18714.21687,14
2017-01-02 14:10:00,15.59,28502.27848,19914.89362,18772.04819,14
2017-01-02 14:20:00,15.47,28684.55696,19936.77812,18644.81928,14
2017-01-02 14:30:00,15.55,28617.72152,19878.41945,18517.59036,14
2017-01-02 14:40:00,15.57,28635.94937,20053.49544,18199.51807,14
2017-01-02 14:50:00,15.64,28556.96203,21669.30091,16800.0,14
2017-01-02 15:00:00,15.59,28721.01266,21559.87842,16643.85542,15
2017-01-02 15:10:00,15.58,28696.70886,21574.46809,16603.37349,15
2017-01-02 15:20:00,15.49,29049.11392,21260.79027,16649.63855,15
2017-01-02 15:30:00,15.45,29255.6962,21406.68693,16586.0241,15
2017-01-02 15:40:00,15.36,29012.65823,21275.37994,16372.04819,15
2017-01-02 15:50:00,15.38,29091.64557,20936.17021,16210.12048,15
2017-01-02 16:00:00,15.37,29030.88608,20728.26748,16111.80723,16
2017-01-02 16:10:00,15.23,29267.8481,20750.15198,16059.75904,16
2017-01-02 16:20:00,15.23,29480.50633,20611.55015,16181.20482,16
2017-01-02 16:30:00,15.24,30161.01266,20545.89666,16314.21687,16
2017-01-02 16:40:00,15.19,31011.64557,20604.25532,16406.74699,16
2017-01-02 16:50:00,15.17,31029.87342,20607.90274,17008.19277,16
2017-01-02 17:00:00,15.22,32390.88608,21198.78419,18026.0241,17
2017-01-02 17:10:00,15.17,33685.06329,22008.51064,19836.14458,17
2017-01-02 17:20:00,15.02,35659.74684,23908.81459,22791.3253,17
2017-01-02 17:30:00,14.9,38187.34177,25783.58663,24144.57831,17
2017-01-02 17:40:00,14.81,40648.10127,26764.74164,24734.45783,17
2017-01-02 17:50:00,14.68,41565.56962,27195.13678,25156.62651,17
2017-01-02 18:00:00,14.54,41644.55696,27206.07903,25497.83133,18
2017-01-02 18:10:00,14.38,41814.68354,27114.89362,25497.83133,18
2017-01-02 18:20:00,14.23,41766.07595,26888.7538,25526.74699,18
2017-01-02 18:30:00,14.11,41753.92405,26950.75988,25520.96386,18
2017-01-02 18:40:00,14.03,41808.60759,26979.93921,25382.16867,18
2017-01-02 18:50:00,13.95,41699.24051,26786.62614,25619.27711,18
2017-01-02 19:00:00,13.87,41280.0,26731.91489,25659.75904,19
2017-01-02 19:10:00,13.74,41583.79747,26888.7538,25636.62651,19
2017-01-02 19:20:00,13.55,41851.13924,27045.59271,25567.22892,19
2017-01-02 19:30:00,13.43,41608.10127,26874.16413,25538.31325,19
2017-01-02 19:40:00,13.35,41395.44304,26866.8693,25411.08434,19
2017-01-02 19:50:00,13.2,41273.92405,26739.20973,25457.3494,19
2017-01-02 20:00:00,13.42,40939.74684,26531.30699,25353.25301,20
2017-01-02 20:10:00,13.55,41249.62025,26881.45897,25723.37349,20
2017-01-02 20:20:00,13.42,41316.4557,26921.58055,25937.3494,20
2017-01-02 20:30:00,13.3,41182.78481,26859.57447,25630.84337,20
2017-01-02 20:40:00,13.33,41061.26582,26808.51064,25549.87952,20
2017-01-02 20:50:00,13.45,40830.37975,26691.79331,25659.75904,20
2017-01-02 21:00:00,13.47,40830.37975,26564.13374,25619.27711,21
2017-01-02 21:10:00,13.29,40356.4557,26316.10942,25630.84337,21
2017-01-02 21:20:00,13.15,39797.46835,26082.67477,25162.40964,21
2017-01-02 21:30:00,13.03,39116.96203,25710.6383,24879.03614,21
2017-01-02 21:40:00,12.93,38564.05063,25572.03647,24566.74699,21
2017-01-02 21:50:00,12.88,38102.27848,25003.03951,24156.14458,21
2017-01-02 22:00:00,12.86,37792.40506,24755.0152,23791.80723,22
2017-01-02 22:10:00,12.87,37117.97468,24295.44073,23323.37349,22
2017-01-02 22:20:00,12.92,36218.73418,23700.91185,23190.36145,22
2017-01-02 22:30:00,12.96,35191.89873,23401.82371,22768.19277,22
2017-01-02 22:40:00,12.88,34754.43038,22869.30091,22236.14458,22
2017-01-02 22:50:00,12.77,33909.87342,22271.12462,21727.22892,22
2017-01-02 23:00:00,12.82,32785.82278,21753.19149,21166.26506,23
2017-01-02 23:10:00,12.75,31916.96203,21136.77812,20755.66265,23
2017-01-02 23:20:00,12.54,30252.1519,20593.31307,20281.44578,23
2017-01-02 23:30:00,12.23,29346.83544,20221.2766,19755.18072,23
2017-01-02 23:40:00,12.19,28593.41772,19455.31915,19043.85542,23
2017-01-02 23:50:00,12.31,27779.24051,19079.63526,18644.81928,23
2017-01-03 00:00:00,12.08,26661.26582,18579.93921,18072.28916,0
2017-01-03 00:10:00,12.16,26150.88608,18076.59574,17644.33735,0
2017-01-03 00:20:00,12.07,25433.92405,17595.13678,17204.81928,0
2017-01-03 00:30:00,11.48,24947.8481,17190.27356,16811.56627,0
2017-01-03 00:40:00,11.45,24540.75949,16737.99392,16476.14458,0
2017-01-03 00:50:00,11.8,23884.55696,16037.68997,15984.57831,0
2017-01-03 01:00:00,12.23,23422.78481,15749.54407,15718.55422,1
2017-01-03 01:10:00,12.39,23222.27848,15578.1155,15498.79518,1
2017-01-03 01:20:00,12.42,22766.58228,15432.21884,15146.0241,1
2017-01-03 01:30:00,12.4,22365.56962,14994.52888,14972.53012,1
2017-01-03 01:40:00,11.84,22098.22785,14837.68997,14943.61446,1
2017-01-03 01:50:00,11.51,21946.32911,14710.0304,14862.6506,1
2017-01-03 02:00:00,11.35,21691.13924,14538.60182,14475.18072,2
2017-01-03 02:10:00,11.27,21575.6962,14155.6231,14266.98795,2
2017-01-03 02:20:00,11.33,21502.78481,14111.8541,14255.42169,2
2017-01-03 02:30:00,11.44,21332.65823,13940.42553,14226.50602,2
2017-01-03 02:40:00,12.26,21059.24051,13816.41337,14180.24096,2
2017-01-03 02:50:00,13.08,21065.31646,13889.3617,13983.61446,2
2017-01-03 03:00:00,12.78,20980.25316,13944.07295,13769.63855,3
2017-01-03 03:10:00,12.34,20931.64557,13706.99088,13775.42169,3
2017-01-03 03:20:00,12.2,20658.22785,13696.04863,13804.33735,3
2017-01-03 03:30:00,12.04,20226.83544,13586.62614,13711.80723,3
2017-01-03 03:40:00,11.96,20220.75949,13579.33131,13706.0241,3
2017-01-03 03:50:00,11.92,20330.12658,13462.61398,13486.26506,3
2017-01-03 04:00:00,11.85,20202.53165,13586.62614,13468.91566,4
2017-01-03 04:10:00,11.66,19989.87342,13550.15198,13642.40964,4
2017-01-03 04:20:00,11.55,19989.87342,13641.33739,13625.06024,4
2017-01-03 04:30:00,11.6,20087.08861,13747.11246,13636.62651,4
2017-01-03 04:40:00,11.17,20129.62025,13615.80547,13596.14458,4
2017-01-03 04:50:00,10.83,20299.74684,13626.74772,13578.79518,4
2017-01-03 05:00:00,10.74,20390.88608,13739.81763,13688.6747,5
2017-01-03 05:10:00,10.57,20500.25316,13841.94529,13677.10843,5
2017-01-03 05:20:00,10.49,20755.44304,13885.71429,13891.08434,5
2017-01-03 05:30:00,10.69,20986.32911,13940.42553,13972.04819,5
2017-01-03 05:40:00,11.22,21454.17722,14144.68085,14301.68675,5
2017-01-03 05:50:00,11.36,22122.53165,14648.02432,14810.60241,5
2017-01-03 06:00:00,11.44,22954.93671,15403.03951,14874.21687,6
2017-01-03 06:10:00,11.49,23605.06329,15326.44377,14648.6747,6
2017-01-03 06:20:00,11.33,24255.18987,15516.10942,14509.87952,6
2017-01-03 06:30:00,11.16,24656.20253,15702.12766,14613.9759,6
2017-01-03 06:40:00,10.89,24552.91139,16034.04255,14579.27711,6
2017-01-03 06:50:00,10.27,24607.59494,16001.21581,14405.78313,6
2017-01-03 07:00:00,10.15,24534.68354,16034.04255,14342.16867,7
2017-01-03 07:10:00,10.0,24662.27848,16486.32219,14122.40964,7
2017-01-03 07:20:00,9.9,24534.68354,16639.51368,13445.78313,7
2017-01-03 07:30:00,9.67,24151.89873,16329.48328,12595.66265,7
2017-01-03 07:40:00,9.27,23811.64557,15982.97872,11884.33735,7
2017-01-03 07:50:00,9.03,23532.1519,15899.08815,11624.09639,7
2017-01-03 08:00:00,8.85,23884.55696,15957.44681,11780.24096,8
2017-01-03 08:10:00,8.68,24522.53165,16249.24012,11838.07229,8
2017-01-03 08:20:00,8.54,24874.93671,16635.86626,11959.51807,8
2017-01-03 08:30:00,8.38,25251.64557,17084.49848,12167.71084,8
2017-01-03 08:40:00,8.5,25871.39241,17427.35562,12578.31325,8
2017-01-03 08:50:00,8.48,26466.83544,17595.13678,12861.68675,8
2017-01-03 09:00:00,8.4,27135.18987,18032.82675,13110.36145,9
2017-01-03 09:10:00,8.51,27997.97468,18470.51672,13353.25301,9
2017-01-03 09:20:00,8.8,28107.34177,18838.90578,13642.40964,9
2017-01-03 09:30:00,9.09,28417.21519,19105.16717,13885.3012,9
2017-01-03 09:40:00,9.62,29085.56962,19141.64134,14186.0241,9
2017-01-03 09:50:00,10.89,29383.29114,19254.71125,14110.84337,9
2017-01-03 10:00:00,12.43,30057.72152,19473.55623,14139.75904,10
2017-01-03 10:10:00,13.02,30756.4557,19728.87538,14521.44578,10
2017-01-03 10:20:00,13.38,30932.65823,20254.10334,14712.28916,10
2017-01-03 10:30:00,13.64,31272.91139,20538.60182,14989.87952,10
2017-01-03 10:40:00,13.88,31844.05063,20994.52888,15053.49398,10
2017-01-03 10:50:00,14.16,32281.51899,21089.3617,15244.33735,10
2017-01-03 11:00:00,14.54,32749.36709,21155.0152,15388.91566,11
2017-01-03 11:10:00,14.75,32974.17722,21246.20061,15637.59036,11
2017-01-03 11:20:00,14.87,33004.55696,21195.13678,15840.0,11
2017-01-03 11:30:00,15.0,33217.21519,21373.86018,15897.83133,11
2017-01-03 11:40:00,15.08,33332.65823,21424.92401,16025.06024,11
2017-01-03 11:50:00,15.18,33113.92405,21479.63526,16094.45783,11
2017-01-03 12:00:00,15.28,33168.60759,21508.81459,16285.3012,12
2017-01-03 12:10:00,15.19,33751.89873,21822.4924,16372.04819,12
2017-01-03 12:20:00,15.18,34019.24051,21811.55015,16435.66265,12
2017-01-03 12:30:00,15.21,34116.4557,21789.66565,16614.93976,12
2017-01-03 12:40:00,15.31,34468.86076,21833.43465,16655.42169,12
2017-01-03 12:50:00,15.35,34468.86076,21848.02432,16788.43373,12
2017-01-03 13:00:00,15.43,34341.26582,21672.94833,16632.28916,13
2017-01-03 13:10:00,15.39,33964.55696,21669.30091,16898.31325,13
2017-01-03 13:20:00,15.41,33502.78481,21702.12766,16880.96386,13
2017-01-03 13:30:00,15.57,33302.27848,21472.34043,16915.66265,13
2017-01-03 13:40:00,15.37,33356.96203,21344.68085,16863.61446,13
2017-01-03 13:50:00,15.49,33271.89873,21417.62918,16759.51807,13
2017-01-03 14:00:00,15.57,32627.8481,21541.64134,16771.08434,14
2017-01-03 14:10:00,15.48,32694.68354,21545.28875,16782.6506,14
2017-01-03 14:20:00,15.36,32366.58228,21483.28267,16597.59036,14
2017-01-03 14:30:00,15.35,32269.36709,21764.13374,16325.78313,14
2017-01-03 14:40:00,15.41,32293.67089,21698.48024,16412.53012,14
